ticker,sector,industry,market_cap
USB,Finance,Major banks,91088953013
USB/PA,Finance,Major banks,91088953013
USB/PH,Finance,Major banks,91088953013
USB/PP,Finance,Major banks,91088953013
USB/PQ,Finance,Major banks,91088953013
USB/PS,Finance,Major banks,91088953013
USFD,Distribution services,Food distributors,20427760647
USLM,Non-energy minerals,Construction materials,3187150189
UTF,Miscellaneous,Investment trusts,2616574272
UTG,Miscellaneous,Investment trusts,3746254624
UTI,Commercial services,Miscellaneous commercial services,2203556544
UVE,Finance,Property/Casualty insurance,1069554016
UVSP,Finance,Regional banks,1172865163
UVV,Distribution services,Wholesale distributors,1283809250
UWMC,Finance,Finance/Rental/Leasing,3282230586
V,Finance,Finance/Rental/Leasing,615355191989
VAC,Consumer services,Other consumer services,3286974562
VAL,Industrial services,Contract drilling,5534601942
VALE,Non-energy minerals,Steel,65269143622
VC,Producer manufacturing,Auto parts: OEM,3203282546
VCEL,Health technology,Pharmaceuticals: major,2066731163
VCX,Miscellaneous,Investment trusts,2551194900
VCYT,Health technology,Medical specialties,4244170854
VECO,Electronic technology,Electronic production equipment,4727653724
VEEV,Technology services,Packaged software,24879816169
VEON,Communications,Wireless telecommunications,3491842177
VERA,Health technology,Biotechnology,2758617083
VERX,Technology services,Packaged software,1712026867
VET,Energy minerals,Oil & gas production,1512083949
VFC,Consumer non-durables,Apparel/Footwear,6681670981
VFS,Consumer durables,Motor vehicles,7205770359
VG,Industrial services,Oil & gas pipelines,27973871627
VGNT,Producer manufacturing,Electrical products,3220698717
VIA,Technology services,Packaged software,1214560221
VIAV,Technology services,Information technology services,12971304567
VICI,Finance,Real estate investment trusts,27890996812
VIK,Consumer services,Hotels/Resorts/Cruise lines,44600892318
VIPS,Retail trade,Internet retail,6361819795
VIR,Health technology,Biotechnology,1613999227
VIRT,Finance,Investment banks/Brokers,9632413562
VISN,Electronic technology,Telecommunications equipment,2905336807
VIST,Energy minerals,Oil & gas production,6473722225
VIV,Communications,Wireless telecommunications,20864523015
VKTX,Health technology,Pharmaceuticals: major,3758339579
VLO,Energy minerals,Oil refining/Marketing,72386270253
VLRS,Transportation,Airlines,1054982025
VLTO,Producer manufacturing,Industrial machinery,20372457737
VLY,Finance,Major banks,7890832001
VLYPN,Finance,Major banks,7890832002
VLYPO,Finance,Major banks,7890832002
VLYPP,Finance,Major banks,7890832002
VMC,Non-energy minerals,Construction materials,39496090680
VMI,Producer manufacturing,Metal fabrication,11318158249
VNET,Technology services,Data processing services,2434113602
VNO,Finance,Real estate investment trusts,7068713706
VNO/PL,Finance,Real estate investment trusts,7068713707
VNO/PM,Finance,Real estate investment trusts,7068713707
VNO/PN,Finance,Real estate investment trusts,7068713707
VNO/PO,Finance,Real estate investment trusts,7068713707
VNOM,Miscellaneous,Investment trusts,15639153826
VNT,Transportation,Other transportation,4288767964
VOD,Communications,Wireless telecommunications,32727810562
VOYA,Finance,Life/Health insurance,8373940740
VOYA/PB,Finance,Life/Health insurance,8373940740
VOYG,Technology services,Information technology services,2048692438
VPG,Electronic technology,Electronic components,1874376947
VRDN,Health technology,Pharmaceuticals: major,1946839923
VRNOD,Process industries,Agricultural commodities/Milling,1531861327
VRNS,Technology services,Packaged software,3755570673
VRSK,Technology services,Data processing services,22141383250
VRSN,Technology services,Internet software/Services,22539790222
VRT,Electronic technology,Electronic production equipment,137495591960
VRTX,Health technology,Pharmaceuticals: major,118473834134
VSAT,Electronic technology,Telecommunications equipment,8771824404
VSEC,Industrial services,Engineering & construction,6047719155
VSH,Electronic technology,Electronic production equipment,8747538028
VSNT,Consumer services,Cable/Satellite TV,5437362646
VST,Utilities,Electric utilities,56397137176
VSTS,Consumer non-durables,Apparel/Footwear,1731897449
VSXY,Retail trade,Apparel/Footwear retail,6404648026
VTMX,Finance,Real estate development,2974593844
VTOL,Transportation,Airlines,1255590494
VTR,Finance,Real estate investment trusts,41318189029
VTRS,Health technology,Pharmaceuticals: major,17910819311
VVV,Consumer services,Other consumer services,4787704538
VVX,Commercial services,Miscellaneous commercial services,2567459682
VZ,Communications,Wireless telecommunications,189403362509
VZLA,Non-energy minerals,Precious metals,1230235861
W,Retail trade,Specialty stores,11224982728
WAB,Producer manufacturing,Trucks/Construction/Farm machinery,46958203194
WABC,Finance,Regional banks,1365354855
WAFD,Finance,Major banks,2719095769
WAFDP,Finance,Major banks,2719095769
WAL,Finance,Regional banks,8599438883
WAL/PA,Finance,Regional banks,8599438883
WAT,Health technology,Medical specialties,35175081497
WAY,Technology services,Packaged software,3320281139
WB,Technology services,Internet software/Services,1793396820
WBD,Consumer services,Cable/Satellite TV,67567336483
WBI,Industrial services,Oilfield services/Equipment,3701217115
WBS,Finance,Savings banks,12335077344
WBS/PF,Finance,Savings banks,12335077344
WBS/PG,Finance,Savings banks,12335077344
WBTN,Technology services,Internet software/Services,1533561986
WCC,Distribution services,Wholesale distributors,18007172436
WCN,Industrial services,Environmental services,38983633247
WD,Finance,Finance/Rental/Leasing,1770805504
WDAY,Technology services,Information technology services,27920880226
WDC,Electronic technology,Computer peripherals,252521019596
WDFC,Process industries,Industrial specialties,3002034831
WDS,Energy minerals,Oil & gas production,38244949874
WEC,Utilities,Electric utilities,36820030882
WELL,Finance,Real estate investment trusts,149265603796
WEN,Consumer services,Restaurants,1175265542
WERN,Transportation,Trucking,2449561588
WES,Industrial services,Oil & gas pipelines,16924721880
WEX,Commercial services,Miscellaneous commercial services,4508592262
WF,Finance,Major banks,14081761461
WFC,Finance,Major banks,256566272542
WFC/PA,Finance,Major banks,256566272543
WFC/PC,Finance,Major banks,256566272543
WFC/PD,Finance,Major banks,256566272543
WFC/PL,Finance,Major banks,256566272543
WFC/PY,Finance,Major banks,256566272543
WFC/PZ,Finance,Major banks,256566272543
WFG,Non-energy minerals,Forest products,5380255663
WFHG,Finance,Financial conglomerates,1587710571
WFRD,Industrial services,Oilfield services/Equipment,6598192198
WGS,Health services,Medical/Nursing services,1645310369
WH,Consumer services,Hotels/Resorts/Cruise lines,6140056422
WHD,Industrial services,Oilfield services/Equipment,4347189529
WHR,Consumer durables,Electronics/Appliances,2370581483
WHR/PA,Consumer durables,Electronics/Appliances,2370581483
WINA,Retail trade,Apparel/Footwear retail,1408314390
WING,Consumer services,Restaurants,4268430582
WIT,Technology services,Information technology services,19977184614
WIX,Technology services,Packaged software,2304286493
WK,Technology services,Information technology services,2580367139
WKC,Distribution services,Wholesale distributors,1626940661
WLDN,Commercial services,Miscellaneous commercial services,1254180313
WLFC,Finance,Finance/Rental/Leasing,1465740088
WLK,Process industries,Chemicals: specialty,9987182787
WLTH,Technology services,Packaged software,1227749278
WLY,Consumer services,Publishing: books/magazines,2312000279
WLYB,Consumer services,Publishing: books/magazines,2311490241
WM,Industrial services,Environmental services,85660121106
WMB,Industrial services,Oil & gas pipelines,91663718179
WMG,Commercial services,Commercial printing/Forms,14328778175
WMK,Retail trade,Food retail,1933295404
WMS,Producer manufacturing,Miscellaneous manufacturing,10837657076
WMT,Retail trade,Specialty stores,932527711550
WOLF,Electronic technology,Semiconductors,2752962366
WOR,Producer manufacturing,Industrial machinery,3028566482
WPC,Finance,Real estate investment trusts,15910254354
WPM,Non-energy minerals,Precious metals,55276106926
WPP,Commercial services,Advertising/Marketing services,3903833586
WRB,Finance,Multi-line insurance,24994659653
WRB/PH,Finance,Multi-line insurance,24994659653
WRBY,Retail trade,Specialty stores,3312084073
WRD,Technology services,Packaged software,2039211384
WS,Non-energy minerals,Steel,2043431027
WSBC,Finance,Regional banks,3529826803
WSBCO,Finance,Regional banks,3529826804
WSC,Finance,Finance/Rental/Leasing,5254275530
WSE,Commercial services,Miscellaneous commercial services,13057900350
WSFS,Finance,Savings banks,3908507948
WSM,Retail trade,Specialty stores,26617798945
WSO,Producer manufacturing,Building products,16200399127
WSR,Finance,Real estate investment trusts,1945537001
WST,Health technology,Medical specialties,23293216505
WT,Miscellaneous,Investment trusts,2853884055
WTBFB,Finance,Regional banks,1006354756
WTFC,Finance,Regional banks,10506338103
WTFCN,Finance,Regional banks,10506338103
WTM,Finance,Multi-line insurance,4979964256
WTRG,Utilities,Water utilities,10403657246
WTS,Producer manufacturing,Industrial machinery,11686811443
WTW,Finance,Insurance brokers/Services,23892504391
WU,Finance,Regional banks,2215164828
WULF,Technology services,Data processing services,14028529165
WVE,Health technology,Biotechnology,1187121628
WWD,Producer manufacturing,Industrial machinery,25431156332
WWW,Consumer non-durables,Apparel/Footwear,1420058810
WY,Finance,Real estate investment trusts,17485293472
WYFI,Technology services,Data processing services,1728758461
WYNN,Consumer services,Casinos/Gaming,10754381031
XE,Producer manufacturing,Industrial machinery,8190308696
XEL,Utilities,Electric utilities,49198685043
XENE,Health technology,Pharmaceuticals: major,5296305586
XERS,Health technology,Biotechnology,1191230225
XHR,Finance,Real estate investment trusts,1854141306
XOM,Energy minerals,Integrated oil,573950852930
XP,Finance,Investment banks/Brokers,8267078215
XPEL,Consumer durables,Automotive aftermarket,1262017466
XPEV,Consumer durables,Motor vehicles,12559461161
XPO,Transportation,Trucking,23621714318
XPRO,Energy minerals,Oil & gas production,1572792506
XRAY,Health technology,Medical specialties,2033315834
XXI,Finance,Regional banks,3740474236
XYL,Producer manufacturing,Industrial machinery,26567001329
XYZ,Commercial services,Miscellaneous commercial services,43490076380
XZO,Technology services,Packaged software,1221034496
YELP,Technology services,Internet software/Services,1235641072
YETI,Producer manufacturing,Miscellaneous manufacturing,3631853933
YMM,Technology services,Packaged software,8186224619
YOU,Technology services,Packaged software,6945040638
YPF,Energy minerals,Integrated oil,20311457851
YSS,Electronic technology,Aerospace & defense,3755951384
YSWY,Retail trade,Food retail,1312554926
YUM,Consumer services,Restaurants,41547138986
YUMC,Consumer services,Restaurants,14500089824
Z,Technology services,Internet software/Services,6941336383
ZBH,Health technology,Medical specialties,16848646556
ZBIO,Health technology,Biotechnology,1313174195
ZBRA,Electronic technology,Computer processing hardware,11703048279
ZD,Technology services,Internet software/Services,1669380300
ZETA,Technology services,Packaged software,4603787930
ZG,Technology services,Internet software/Services,6941336383
ZGN,Consumer non-durables,Apparel/Footwear,5722927269
ZIM,Transportation,Marine shipping,3045531887
ZION,Finance,Major banks,9872802834
ZIONP,Finance,Major banks,9872802834
ZLAB,Health technology,Biotechnology,2017054432
ZM,Technology services,Packaged software,24731205574
ZS,Technology services,Packaged software,20061684355
ZTO,Transportation,Air freight/Couriers,16565383551
ZTS,Health technology,Pharmaceuticals: major,31815221687
ZWS,Producer manufacturing,Industrial machinery,8283521137
ZYME,Health technology,Pharmaceuticals: major,1711330038
PLTR,Technology services,Packaged software,310000000000
MSTR,Technology services,Packaged software,90000000000
SNOW,Technology services,Packaged software,75000000000
UBER,Transportation,Other transportation,180000000000
BRK-B,Finance,Multi-line insurance,1050000000000
